text_index,type,text_type,line_id,text
sn22.82,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.82:10.7', 'sn22.82:10.7', 'sn22.82:10.13', 'sn22.82:10.13', 'sn22.82:14.9', 'sn22.82:14.9', 'sn22.82:14.10', 'sn22.82:14.10', 'sn22.82:14.11', 'sn22.82:14.11']","['Yaṁ rūpaṁ aniccaṁ dukkhaṁ vipariṇāmadhammaṁ—ayaṁ rūpassa ādīnavo. ', 'That form is impermanent, suffering, and perishable: this is its drawback. ', 'Yaṁ viññāṇaṁ aniccaṁ dukkhaṁ vipariṇāmadhammaṁ—ayaṁ viññāṇassa ādīnavo. ', 'That consciousness is impermanent, suffering, and perishable: this is its drawback. ', '“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ']"
sn22.84,dhamma,"[1, 3, 1, 1, 3, 1, 3, 1]","['sn22.84:3.10', 'sn22.84:3.10', 'sn22.84:4.7', 'sn22.84:5.3', 'sn22.84:5.3', 'sn22.84:6.5', 'sn22.84:6.5', 'sn22.84:7.7']","['rūpe avigatarāgassa avigatacchandassa avigatapemassa avigatapipāsassa avigatapariḷāhassa avigatataṇhassa, tassa rūpassa vipariṇāmaññathābhāvā uppajjanti sokaparidevadukkhadomanassupāyāsā”ti? ', 'If you’re not rid of greed, desire, fondness, thirst, passion, and craving for form, when that form decays and perishes, will it give rise to sorrow, lamentation, pain, sadness, and distress?” ', 'tesaṁ saṅkhārānaṁ vipariṇāmaññathābhāvā uppajjanti sokaparidevadukkhadomanassupāyāsā”ti? ', 'Yathā taṁ saṅkhāresu anigatarāgassa, viññāṇe avigatarāgassa avigatacchandassa avigatapemassa avigatapipāsassa avigatapariḷāhassa avigatataṇhassa, tassa viññāṇassa vipariṇāmaññathābhāvā uppajjanti sokaparidevadukkhadomanassupāyāsā”ti? ', 'consciousness, when that consciousness decays and perishes, will it give rise to sorrow, lamentation, pain, sadness, and distress?” ', 'rūpe vigatarāgassa vigatacchandassa vigatapemassa vigatapipāsassa vigatapariḷāhassa vigatataṇhassa, tassa rūpassa vipariṇāmaññathābhāvā uppajjanti sokaparidevadukkhadomanassupāyāsā”ti? ', 'If you are rid of greed, desire, fondness, thirst, passion, and craving for form, when that form decays and perishes, will it give rise to sorrow, lamentation, pain, sadness, and distress?” ', 'viññāṇe vigatarāgassa vigatacchandassa vigatapemassa vigatapipāsassa vigatapariḷāhassa vigatataṇhassa tassa viññāṇassa vipariṇāmaññathābhāvā uppajjanti sokaparidevadukkhadomanassupāyāsā”ti? ']"
sn22.85,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.85:13.8', 'sn22.85:13.8', 'sn22.85:13.9', 'sn22.85:13.9', 'sn22.85:13.14', 'sn22.85:13.14', 'sn22.85:13.15', 'sn22.85:13.15', 'sn22.85:17.1', 'sn22.85:17.1', 'sn22.85:17.2', 'sn22.85:17.2', 'sn22.85:17.3', 'sn22.85:17.3', 'sn22.85:17.4', 'sn22.85:17.4', 'sn22.85:17.5', 'sn22.85:17.5', 'sn22.85:21.6', 'sn22.85:21.6', 'sn22.85:24.1', 'sn22.85:24.1', 'sn22.85:24.2', 'sn22.85:24.2', 'sn22.85:24.3', 'sn22.85:24.3', 'sn22.85:24.4', 'sn22.85:24.4', 'sn22.85:24.5', 'sn22.85:24.5']","['Yadaniccaṁ taṁ dukkhaṁ; ', 'What’s impermanent is suffering. ', 'yaṁ dukkhaṁ taṁ niruddhaṁ tadatthaṅgataṁ. ', 'What’s suffering has ceased and ended. ', 'Yadaniccaṁ taṁ dukkhaṁ; ', 'What’s impermanent is suffering. ', 'yaṁ dukkhaṁ taṁ niruddhaṁ tadatthaṅgatan’ti. ', 'What’s suffering has ceased and ended.’ ', 'Dukkhaṁ rūpaṁ ‘dukkhaṁ rūpan’ti yathābhūtaṁ nappajānāti. ', 'They don’t truly understand form—which is suffering—as suffering. ', 'Dukkhaṁ vedanaṁ … ', 'They don’t truly understand feeling … ', 'dukkhaṁ saññaṁ … ', 'perception … ', 'dukkhe saṅkhāre … ', 'choices … ', 'dukkhaṁ viññāṇaṁ ‘dukkhaṁ viññāṇan’ti yathābhūtaṁ nappajānāti. ', 'consciousness—which is suffering—as suffering. ', 'Tassime pañcupādānakkhandhā upetā upādinnā dīgharattaṁ ahitāya dukkhāya saṁvattanti. ', 'And when you’ve gotten involved with and grasped these five grasping aggregates, they lead to your lasting harm and suffering. ', 'Dukkhaṁ rūpaṁ ‘dukkhaṁ rūpan’ti yathābhūtaṁ pajānāti. ', 'They truly understand form—which is suffering—as suffering. ', 'Dukkhaṁ vedanaṁ … ', 'They truly understand feeling … ', 'dukkhaṁ saññaṁ … ', 'perception … ', 'dukkhe saṅkhāre … ', 'choices … ', 'dukkhaṁ viññāṇaṁ ‘dukkhaṁ viññāṇan’ti yathābhūtaṁ pajānāti. ', 'consciousness—which is suffering—as suffering. ']"
sn22.86,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['sn22.86:7.4', 'sn22.86:7.4', 'sn22.86:7.5', 'sn22.86:7.5', 'sn22.86:7.6', 'sn22.86:7.6', 'sn22.86:13.2', 'sn22.86:13.2']","['“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ', 'Pubbe cāhaṁ, anurādha, etarahi ca dukkhañceva paññapemi, dukkhassa ca nirodhan”ti. ', 'In the past, as today, what I describe is suffering and the cessation of suffering.”']"
sn22.87,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.87:1.2', 'sn22.87:1.2', 'sn22.87:1.5', 'sn22.87:1.5', 'sn22.87:1.9', 'sn22.87:1.9', 'sn22.87:2.7', 'sn22.87:2.7', 'sn22.87:2.8', 'sn22.87:2.8', 'sn22.87:4.4', 'sn22.87:4.4', 'sn22.87:4.5', 'sn22.87:4.5', 'sn22.87:4.6', 'sn22.87:4.6', 'sn22.87:8.15', 'sn22.87:8.15', 'sn22.87:8.20', 'sn22.87:8.20', 'sn22.87:8.21', 'sn22.87:8.21', 'sn22.87:8.24', 'sn22.87:8.24', 'sn22.87:8.25', 'sn22.87:8.25', 'sn22.87:8.29', 'sn22.87:8.29', 'sn22.87:8.30', 'sn22.87:8.30', 'sn22.87:8.33', 'sn22.87:8.33', 'sn22.87:8.34', 'sn22.87:8.34', 'sn22.87:9.2', 'sn22.87:9.2', 'sn22.87:9.7', 'sn22.87:9.7', 'sn22.87:9.8', 'sn22.87:9.8', 'sn22.87:9.14', 'sn22.87:9.14', 'sn22.87:9.15', 'sn22.87:9.15']","['Tena kho pana samayena āyasmā vakkali kumbhakāranivesane viharati ābādhiko dukkhito bāḷhagilāno. ', 'Now at that time Venerable Vakkali was staying in a potter’s shed, and he was sick, suffering, gravely ill. ', '‘vakkali, bhante, bhikkhu ābādhiko dukkhito bāḷhagilāno, so bhagavato pāde sirasā vandatī’ti. ', '‘Sir, the mendicant Vakkali is sick, suffering, and gravely ill. He bows with his head to your feet.’ ', '“vakkali, bhante, bhikkhu ābādhiko dukkhito bāḷhagilāno, so bhagavato pāde sirasā vandati; ', nan, '“kacci te, vakkali, khamanīyaṁ, kacci yāpanīyaṁ, kacci dukkhā vedanā paṭikkamanti, no abhikkamanti; paṭikkamosānaṁ paññāyati, no abhikkamo”ti? ', '“I hope you’re keeping well, Vakkali; I hope you’re getting by. And I hope the pain is fading, not growing, that its fading is evident, not its growing.” ', '“Na me, bhante, khamanīyaṁ, na yāpanīyaṁ; bāḷhā me dukkhā vedanā abhikkamanti, no paṭikkamanti; abhikkamosānaṁ paññāyati, no paṭikkamo”ti. ', '“Sir, I’m not all right, I’m not getting by. My pain is terrible and growing, not fading; its growing is apparent, not its fading.” ', '“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ', '‘vakkali, bhante, bhikkhu ābādhiko dukkhito bāḷhagilāno. ', '‘Sir, the mendicant Vakkali is sick, suffering, gravely ill. ', 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', 'I’m certain that what is impermanent is suffering. ', 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmi. ', 'And I’m certain that I have no desire or greed or fondness for what is impermanent, suffering, and perishable. ', 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', nan, 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmi. ', nan, 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', nan, 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmi. ', nan, 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', 'I’m certain that what is impermanent is suffering. ', 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmī’”ti. ', 'And I’m certain that I have no desire or greed or fondness for what is impermanent, suffering, and perishable.’” ', '“vakkali, bhante, bhikkhu ābādhiko dukkhito bāḷhagilāno; ', nan, 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', nan, 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmi. ', nan, 'Yadaniccaṁ taṁ dukkhanti na vicikicchāmi. ', nan, 'Yadaniccaṁ dukkhaṁ vipariṇāmadhammaṁ, natthi me tattha chando vā rāgo vā pemaṁ vāti na vicikicchāmī’”ti. ', nan]"
sn22.88,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.88:1.2', 'sn22.88:1.2', 'sn22.88:1.5', 'sn22.88:1.5', 'sn22.88:4.9', 'sn22.88:4.9', 'sn22.88:4.10', 'sn22.88:4.10', 'sn22.88:4.12', 'sn22.88:4.12', 'sn22.88:4.13', 'sn22.88:4.13']","['Tena kho pana samayena āyasmā assaji kassapakārāme viharati ābādhiko dukkhito bāḷhagilāno. ', 'Now at that time Venerable Assaji was staying in a monastery built by a Kassapa, and he was sick, suffering, gravely ill. ', '‘assaji, bhante, bhikkhu ābādhiko dukkhito bāḷhagilāno. ', '‘Sir, the mendicant Assaji is sick, suffering, gravely ill. ', 'Dukkhañce vedanaṁ vedayati, sā ‘aniccā’ti pajānāti. ‘Anajjhositā’ti pajānāti. ‘Anabhinanditā’ti pajānāti. ', 'If they feel a painful feeling, they understand that it’s impermanent, that they’re not attached to it, and that they don’t relish it. ', 'Adukkhamasukhañce vedanaṁ vedayati, sā ‘aniccā’ti pajānāti …pe… ‘anabhinanditā’ti pajānāti. ', 'If they feel a neutral feeling, they understand that it’s impermanent, that they’re not attached to it, and that they don’t relish it. ', 'dukkhañce vedanaṁ vedayati, visaṁyutto naṁ vedayati; ', 'If they feel a painful feeling, they feel it detached. ', 'adukkhamasukhañce vedanaṁ vedayati, visaṁyutto naṁ vedayati. ', 'If they feel a neutral feeling, they feel it detached. ']"
sn22.89,dhamma,"[1, 3, 1, 3]","['sn22.89:1.2', 'sn22.89:1.2', 'sn22.89:1.6', 'sn22.89:1.6']","['Tena kho pana samayena āyasmā khemako badarikārāme viharati ābādhiko dukkhito bāḷhagilāno. ', 'Now at that time Venerable Khemaka was staying in the Jujube Tree Monastery, and he was sick, suffering, gravely ill. ', 'kacci te, āvuso, khamanīyaṁ, kacci yāpanīyaṁ, kacci dukkhā vedanā paṭikkamanti no abhikkamanti, paṭikkamosānaṁ paññāyati no abhikkamo’”ti? ', 'hope you’re keeping well; they hope you’re getting by. They hope that your pain is fading, not growing, that its fading is evident, not its growing.’” ']"
sn22.90,dhamma,"[1, 3, 1, 3, 1, 3]","['sn22.90:9.7', 'sn22.90:9.7', 'sn22.90:9.15', 'sn22.90:9.15', 'sn22.90:9.17', 'sn22.90:9.17']","['Dukkhameva uppajjamānaṁ uppajjati, dukkhaṁ nirujjhamānaṁ nirujjhatīti na kaṅkhati na vicikicchati. ', 'you’ll have no doubt or uncertainty that what arises is just suffering arising, and what ceases is just suffering ceasing. ', 'evametassa kevalassa dukkhakkhandhassa samudayo hoti. ', 'That is how this entire mass of suffering originates. ', 'evametassa kevalassa dukkhakkhandhassa nirodho hotī”ti. ', 'That is how this entire mass of suffering ceases.”’” ']"
sn22.94,dhamma,"[1, 3, 1, 3]","['sn22.94:3.2', 'sn22.94:3.2', 'sn22.94:3.4', 'sn22.94:3.4']","['Rūpaṁ, bhikkhave, aniccaṁ dukkhaṁ vipariṇāmadhammaṁ atthisammataṁ loke paṇḍitānaṁ; ahampi taṁ ‘atthī’ti vadāmi. ', 'Form that is impermanent, suffering, and perishable. ', 'viññāṇaṁ aniccaṁ dukkhaṁ vipariṇāmadhammaṁ atthisammataṁ loke paṇḍitānaṁ; ahampi taṁ ‘atthī’ti vadāmi. ', 'Consciousness that is impermanent, suffering, and perishable. ']"
sn22.96,dhamma,"[1, 3, 1, 3]","['sn22.96:2.3', 'sn22.96:2.3', 'sn22.96:2.4', 'sn22.96:2.4']","['Ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṁ brahmacariyavāso paññāyetha sammā dukkhakkhayāya. ', 'If there were, this living of the spiritual life for the complete ending of suffering would not be found. ', 'Yasmā ca kho, bhikkhu, ettakopi attabhāvapaṭilābho natthi nicco dhuvo sassato avipariṇāmadhammo, tasmā brahmacariyavāso paññāyati sammā dukkhakkhayāya. ', 'But since there isn’t, this living of the spiritual life for the complete ending of suffering is found. ']"
sn22.97,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.97:2.3', 'sn22.97:2.3', 'sn22.97:2.4', 'sn22.97:2.4', 'sn22.97:3.2', 'sn22.97:3.2', 'sn22.97:3.3', 'sn22.97:3.3', 'sn22.97:4.3', 'sn22.97:4.3', 'sn22.97:4.4', 'sn22.97:4.4', 'sn22.97:5.2', 'sn22.97:5.2', 'sn22.97:5.3', 'sn22.97:5.3']","['Ettakañcepi, bhikkhu, rūpaṁ abhavissa niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ, nayidaṁ brahmacariyavāso paññāyetha sammā dukkhakkhayāya. ', 'If there were, this living of the spiritual life for the complete ending of suffering would not be found. ', 'Yasmā ca kho, bhikkhu, ettakampi rūpaṁ natthi niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ, tasmā brahmacariyavāso paññāyati sammā dukkhakkhayāya”. ', 'But since there isn’t, this living of the spiritual life for the complete ending of suffering is found. ', 'Ettakā cepi, bhikkhu, vedanā abhavissa niccā dhuvā sassatā avipariṇāmadhammā, na yidaṁ brahmacariyavāso paññāyetha sammā dukkhakkhayāya. ', nan, 'Yasmā ca kho, bhikkhu, ettakāpi vedanā natthi niccā dhuvā sassatā avipariṇāmadhammā, tasmā brahmacariyavāso paññāyati sammā dukkhakkhayāya. ', nan, 'Ettakā cepi, bhikkhu, saṅkhārā abhavissaṁsu niccā dhuvā sassatā avipariṇāmadhammā, na yidaṁ brahmacariyavāso paññāyetha sammā dukkhakkhayāya. ', nan, 'Yasmā ca kho, bhikkhu, ettakāpi saṅkhārā natthi niccā dhuvā sassatā avipariṇāmadhammā, tasmā brahmacariyavāso paññāyati sammā dukkhakkhayāya. ', nan, 'Ettakampi kho, bhikkhu, viññāṇaṁ abhavissa niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ, na yidaṁ brahmacariyavāso paññāyetha sammā dukkhakkhayāya. ', 'If there were, this living of the spiritual life for the complete ending of suffering would not be found. ', 'Yasmā ca kho, bhikkhu, ettakampi viññāṇaṁ natthi niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ, tasmā brahmacariyavāso paññāyati sammā dukkhakkhayāya. ', 'But since there isn’t, this living of the spiritual life for the complete ending of suffering is found. ']"
sn22.99,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn22.99:1.5', 'sn22.99:1.5', 'sn22.99:1.7', 'sn22.99:1.7', 'sn22.99:1.9', 'sn22.99:1.9', 'sn22.99:2.9', 'sn22.99:2.9', 'sn22.99:2.10', 'sn22.99:2.10', 'sn22.99:3.8', 'sn22.99:3.8', 'sn22.99:3.9', 'sn22.99:3.9']","['na tvevāhaṁ, bhikkhave, avijjānīvaraṇānaṁ sattānaṁ taṇhāsaṁyojanānaṁ sandhāvataṁ saṁsarataṁ dukkhassa antakiriyaṁ vadāmi. ', 'But still, I say, there is no making an end of suffering for sentient beings roaming and transmigrating, shrouded by ignorance and fettered by craving. ', 'na tvevāhaṁ, bhikkhave, avijjānīvaraṇānaṁ sattānaṁ taṇhāsaṁyojanānaṁ sandhāvataṁ saṁsarataṁ dukkhassa antakiriyaṁ vadāmi. ', 'But still, I say, there is no making an end of suffering for sentient beings roaming and transmigrating, shrouded by ignorance and fettered by craving. ', 'na tvevāhaṁ, bhikkhave, avijjānīvaraṇānaṁ sattānaṁ taṇhāsaṁyojanānaṁ sandhāvataṁ saṁsarataṁ dukkhassa antakiriyaṁ vadāmi. ', 'But still, I say, there is no making an end of suffering for sentient beings roaming and transmigrating, shrouded by ignorance and fettered by craving. ', 'So rūpaṁ anuparidhāvaṁ anuparivattaṁ, vedanaṁ …pe… saññaṁ … saṅkhāre … viññāṇaṁ anuparidhāvaṁ anuparivattaṁ, na parimuccati rūpamhā, na parimuccati vedanāya, na parimuccati saññāya, na parimuccati saṅkhārehi, na parimuccati viññāṇamhā, na parimuccati jātiyā jarāmaraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi. ', 'Doing so, they’re not freed from form, feeling, perception, choices, and consciousness. They’re not freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. ', '‘Na parimuccati dukkhasmā’ti vadāmi. ', 'They’re not freed from suffering, I say. ', 'So rūpaṁ ananuparidhāvaṁ ananuparivattaṁ, vedanaṁ … saññaṁ … saṅkhāre … viññāṇaṁ ananuparidhāvaṁ ananuparivattaṁ; parimuccati rūpamhā, parimuccati vedanāya, parimuccati saññāya, parimuccati saṅkhārehi, parimuccati viññāṇamhā, parimuccati jātiyā jarāmaraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi. ', 'By not doing so, they’re freed from form, feeling, perception, choices, and consciousness. They’re freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. ', '‘Parimuccati dukkhasmā’ti vadāmī”ti. ', 'They’re freed from suffering, I say.”']"
sn35.21,dhamma,"[1, 3, 4, 1, 3, 1, 3, 1, 3, 1, 3]","['sn35.21:0.3', 'sn35.21:0.3', 'sn35.21:0.3', 'sn35.21:1.1', 'sn35.21:1.1', 'sn35.21:1.6', 'sn35.21:1.6', 'sn35.21:2.1', 'sn35.21:2.1', 'sn35.21:2.6', 'sn35.21:2.6']","['Paṭhamadukkhuppādasutta ', 'The Arising of Suffering (Interior) ', 'Paṭhamadukkhuppādasutta → uppādasuttaṁ (bj); uppādena 1 (pts1ed)', '“Yo, bhikkhave, cakkhussa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ', '“Mendicants, the arising, continuation, rebirth, and manifestation of the eye is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'yo manassa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ', 'and mind is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'Yo ca kho, bhikkhave, cakkhussa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo. ', 'The cessation, settling, and ending of the eye is the cessation of suffering, the settling of diseases, and the ending of old age and death. ', 'yo manassa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo”ti. ', 'and mind is the cessation of suffering, the settling of diseases, and the ending of old age and death.”']"
sn35.22,dhamma,"[1, 3, 4, 1, 3, 1, 3, 1, 3, 1, 3]","['sn35.22:0.3', 'sn35.22:0.3', 'sn35.22:0.3', 'sn35.22:1.1', 'sn35.22:1.1', 'sn35.22:1.6', 'sn35.22:1.6', 'sn35.22:2.1', 'sn35.22:2.1', 'sn35.22:2.6', 'sn35.22:2.6']","['Dutiyadukkhuppādasutta ', 'The Arising of Suffering (Exterior) ', 'Dutiyadukkhuppādasutta → dutiyauppādasuttaṁ (bj); uppādena 2 (pts1ed)', '“Yo, bhikkhave, rūpānaṁ uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ', '“Mendicants, the arising, continuation, rebirth, and manifestation of sights is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'yo dhammānaṁ uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ', 'and ideas is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'Yo ca kho, bhikkhave, rūpānaṁ nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo. ', 'The cessation, settling, and ending of sights, ', 'yo dhammānaṁ nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo”ti. ', 'and ideas is the cessation of suffering, the settling of diseases, and the ending of old age and death.” ']"
sn35.24,dhamma,"[1, 3, 1, 3, 1, 3]","['sn35.24:1.4', 'sn35.24:1.4', 'sn35.24:1.6', 'sn35.24:1.6', 'sn35.24:1.8', 'sn35.24:1.8']","['Cakkhuṁ, bhikkhave, pahātabbaṁ, rūpā pahātabbā, cakkhuviññāṇaṁ pahātabbaṁ, cakkhusamphasso pahātabbo, yampidaṁ cakkhusamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi pahātabbaṁ …pe… ', 'The eye should be given up. Sights should be given up. Eye consciousness should be given up. Eye contact should be given up. The painful, pleasant, or neutral feeling that arises conditioned by eye contact should also be given up. ', 'jivhā pahātabbā, rasā pahātabbā, jivhāviññāṇaṁ pahātabbaṁ, jivhāsamphasso pahātabbo, yampidaṁ jivhāsamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi pahātabbaṁ. ', 'tongue … ', 'mano pahātabbo, dhammā pahātabbā, manoviññāṇaṁ pahātabbaṁ, manosamphasso pahātabbo, yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi pahātabbaṁ. ', 'mind should be given up. Ideas should be given up. Mind consciousness should be given up. Mind contact should be given up. The painful, pleasant, or neutral feeling that arises conditioned by mind contact should be given up. ']"
sn35.25,dhamma,"[1, 3, 1, 3, 1, 3]","['sn35.25:1.4', 'sn35.25:1.4', 'sn35.25:1.6', 'sn35.25:1.6', 'sn35.25:1.8', 'sn35.25:1.8']","['Cakkhuṁ, bhikkhave, abhiññā pariññā pahātabbaṁ, rūpā abhiññā pariññā pahātabbā, cakkhuviññāṇaṁ abhiññā pariññā pahātabbaṁ, cakkhusamphasso abhiññā pariññā pahātabbo, yampidaṁ cakkhusamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ …pe… ', 'The eye should be given up by direct knowledge and complete understanding. Sights should be given up by direct knowledge and complete understanding. Eye consciousness should be given up by direct knowledge and complete understanding. Eye contact should be given up by direct knowledge and complete understanding. The painful, pleasant, or neutral feeling that arises conditioned by eye contact should be given up by direct knowledge and complete understanding. ', 'jivhā abhiññā pariññā pahātabbā, rasā abhiññā pariññā pahātabbā, jivhāviññāṇaṁ abhiññā pariññā pahātabbaṁ, jivhāsamphasso abhiññā pariññā pahātabbo, yampidaṁ jivhāsamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ. ', 'tongue … ', 'mano abhiññā pariññā pahātabbo, dhammā abhiññā pariññā pahātabbā, manoviññāṇaṁ abhiññā pariññā pahātabbaṁ, manosamphasso abhiññā pariññā pahātabbo, yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ. ', 'mind should be given up by direct knowledge and complete understanding. Ideas should be given up by direct knowledge and complete understanding. Mind consciousness should be given up by direct knowledge and complete understanding. Mind contact should be given up by direct knowledge and complete understanding. The painful, pleasant, or neutral feeling that arises conditioned by mind contact should be given up by direct knowledge and complete understanding. ']"
